SBID,BookingID,ServiceID,BookingQuantity
SBD00055,BKG01064,SRV0095,5
SBD00056,BKG00108,SRV0031,1
SBD00057,BKG00340,SRV0037,5
SBD00058,BKG00278,SRV0029,1
SBD00059,BKG00020,SRV0072,2
SBD00060,BKG00460,SRV0039,1
SBD00061,BKG01093,SRV0062,1
SBD00062,BKG00656,SRV0091,3
SBD00063,BKG00038,SRV0026,5
SBD00064,BKG01281,SRV0025,1
SBD00065,BKG00471,SRV0066,1
SBD00066,BKG00390,SRV0097,3
SBD00067,BKG00552,SRV0027,1
SBD00068,BKG00511,SRV0057,2
SBD00069,BKG00224,SRV0020,10
SBD00070,BKG00757,SRV0089,1
SBD00071,BKG00555,SRV0071,5
SBD00072,BKG01284,SRV0094,5
SBD00073,BKG00222,SRV0099,5
SBD00074,BKG01109,SRV0064,3
SBD00075,BKG01158,SRV0073,4
SBD00076,BKG00468,SRV0018,3
SBD00077,BKG00364,SRV0083,5
SBD00078,BKG00273,SRV0062,5
SBD00079,BKG00080,SRV0080,5
SBD00080,BKG00294,SRV0067,2
SBD00081,BKG01358,SRV0074,5
SBD00082,BKG00812,SRV0027,5
SBD00083,BKG00193,SRV0081,1
SBD00084,BKG00860,SRV0023,1
SBD00085,BKG00567,SRV0055,4
SBD00086,BKG01151,SRV0054,2
SBD00087,BKG00083,SRV0099,2
SBD00088,BKG01112,SRV0009,4
SBD00089,BKG01186,SRV0009,5
SBD00090,BKG00528,SRV0070,4
SBD00091,BKG00983,SRV0006,4
SBD00092,BKG01330,SRV0049,5
SBD00093,BKG01102,SRV0096,4
SBD00094,BKG00526,SRV0035,3
SBD00095,BKG01202,SRV0009,1
SBD00096,BKG01118,SRV0045,1
SBD00097,BKG00087,SRV0014,1
SBD00098,BKG00703,SRV0034,2
SBD00099,BKG00902,SRV0100,2
SBD00100,BKG00662,SRV0043,4
SBD00101,BKG00469,SRV0002,1
SBD00102,BKG00210,SRV0065,1
SBD00103,BKG01077,SRV0064,2
SBD00104,BKG00692,SRV0065,3
SBD00105,BKG00360,SRV0029,1
SBD00106,BKG00269,SRV0021,8
SBD00107,BKG00369,SRV0063,3
SBD00108,BKG00325,SRV0015,1
SBD00109,BKG00705,SRV0022,8
SBD00110,BKG01366,SRV0019,4
SBD00111,BKG00142,SRV0016,3
SBD00112,BKG00546,SRV0029,3
SBD00113,BKG00139,SRV0094,4
SBD00114,BKG00786,SRV0030,1
SBD00115,BKG01111,SRV0021,7
SBD00116,BKG00947,SRV0057,3
SBD00117,BKG01194,SRV0057,2
SBD00118,BKG00953,SRV0057,4
SBD00119,BKG00225,SRV0084,5
SBD00120,BKG01043,SRV0090,3
SBD00121,BKG00835,SRV0004,3
SBD00122,BKG00387,SRV0090,3
SBD00123,BKG00808,SRV0094,3
SBD00124,BKG01308,SRV0057,3
SBD00125,BKG00125,SRV0079,4
SBD00126,BKG01103,SRV0030,1
SBD00127,BKG00532,SRV0089,5
SBD00128,BKG00895,SRV0081,5
SBD00129,BKG01033,SRV0063,1
SBD00130,BKG00875,SRV0089,3
SBD00131,BKG00821,SRV0021,10
SBD00132,BKG00258,SRV0073,1
SBD00133,BKG01019,SRV0062,2
SBD00134,BKG00798,SRV0099,1
SBD00135,BKG00667,SRV0031,5
SBD00136,BKG00005,SRV0070,1
SBD00137,BKG00175,SRV0002,1
SBD00138,BKG00048,SRV0005,4
SBD00139,BKG00965,SRV0070,2
SBD00140,BKG00240,SRV0067,2
SBD00141,BKG00837,SRV0027,4
SBD00142,BKG01310,SRV0033,1
SBD00143,BKG01202,SRV0070,4
SBD00144,BKG01391,SRV0096,1
SBD00145,BKG00426,SRV0024,2
SBD00146,BKG00651,SRV0008,5
SBD00147,BKG00182,SRV0080,2
SBD00148,BKG00473,SRV0080,2
SBD00149,BKG00330,SRV0061,3
SBD00150,BKG01329,SRV0038,3
SBD00151,BKG00543,SRV0085,3
SBD00152,BKG00581,SRV0099,3
SBD00153,BKG00988,SRV0021,8
SBD00154,BKG01063,SRV0064,5
SBD00155,BKG00358,SRV0038,3
SBD00156,BKG00897,SRV0087,4
SBD00157,BKG00156,SRV0059,3
SBD00158,BKG00049,SRV0053,4
SBD00159,BKG01143,SRV0050,4
SBD00160,BKG01165,SRV0099,5
SBD00161,BKG00535,SRV0017,1
SBD00162,BKG01395,SRV0099,4
SBD00163,BKG00248,SRV0028,4
SBD00164,BKG00879,SRV0078,5
SBD00165,BKG00339,SRV0025,4
SBD00166,BKG00770,SRV0011,5
SBD00167,BKG00269,SRV0041,5
SBD00168,BKG00419,SRV0004,5
SBD00169,BKG01009,SRV0067,4
SBD00170,BKG01155,SRV0004,5
SBD00171,BKG00144,SRV0023,9
SBD00172,BKG00158,SRV0023,2
SBD00173,BKG00331,SRV0052,2
SBD00174,BKG00648,SRV0092,5
SBD00175,BKG00229,SRV0047,4
SBD00176,BKG00980,SRV0010,1
SBD00177,BKG00355,SRV0050,2
SBD00178,BKG00350,SRV0091,3
SBD00179,BKG00210,SRV0078,2
SBD00180,BKG00394,SRV0041,4
SBD00181,BKG00268,SRV0099,5
SBD00182,BKG00591,SRV0038,2
SBD00183,BKG00998,SRV0087,2
SBD00184,BKG01109,SRV0024,5
SBD00185,BKG00521,SRV0004,1
SBD00186,BKG00344,SRV0046,2
SBD00187,BKG00120,SRV0006,3
SBD00188,BKG00503,SRV0024,1
SBD00189,BKG01153,SRV0009,5
SBD00190,BKG00321,SRV0065,1
SBD00191,BKG00315,SRV0038,4
SBD00192,BKG01266,SRV0051,4
SBD00193,BKG00883,SRV0085,4
SBD00194,BKG01051,SRV0027,1
SBD00195,BKG00395,SRV0013,1
SBD00196,BKG01004,SRV0022,10
SBD00197,BKG00546,SRV0007,5
SBD00198,BKG01249,SRV0028,4
SBD00199,BKG00718,SRV0011,2
SBD00200,BKG00998,SRV0054,5
SBD00201,BKG00529,SRV0068,1
SBD00202,BKG00621,SRV0095,1
SBD00203,BKG01220,SRV0095,4
SBD00204,BKG01014,SRV0073,5
SBD00205,BKG00205,SRV0072,3
SBD00206,BKG00669,SRV0009,5
SBD00207,BKG00315,SRV0001,1
SBD00208,BKG01042,SRV0093,3
SBD00209,BKG01273,SRV0096,4
SBD00210,BKG00718,SRV0032,5
SBD00211,BKG00689,SRV0012,5
SBD00212,BKG00538,SRV0006,3
SBD00213,BKG00826,SRV0070,3
SBD00214,BKG01400,SRV0045,5
SBD00215,BKG00439,SRV0089,3
SBD00216,BKG00112,SRV0013,1
SBD00217,BKG00097,SRV0060,3
SBD00218,BKG00358,SRV0071,4
SBD00219,BKG01246,SRV0080,4
SBD00220,BKG00338,SRV0018,2
SBD00221,BKG00968,SRV0094,3
SBD00222,BKG00097,SRV0017,1
SBD00223,BKG00689,SRV0079,2
SBD00224,BKG00241,SRV0085,2
SBD00225,BKG00379,SRV0061,2
SBD00226,BKG00764,SRV0035,3
SBD00227,BKG01388,SRV0100,5
SBD00228,BKG00750,SRV0041,1
SBD00229,BKG00507,SRV0088,1
SBD00230,BKG00928,SRV0074,3
SBD00231,BKG01118,SRV0017,2
SBD00232,BKG00515,SRV0055,4
SBD00233,BKG00902,SRV0020,4
SBD00234,BKG01268,SRV0049,4
SBD00235,BKG01366,SRV0063,5
SBD00236,BKG00392,SRV0073,1
SBD00237,BKG00909,SRV0041,1
SBD00238,BKG00834,SRV0026,5
SBD00239,BKG00010,SRV0052,4
SBD00240,BKG00371,SRV0052,4
SBD00241,BKG01273,SRV0039,1
SBD00242,BKG01247,SRV0089,5
SBD00243,BKG00079,SRV0059,2
SBD00244,BKG00956,SRV0093,2
SBD00245,BKG00348,SRV0080,1
SBD00246,BKG01024,SRV0050,3
SBD00247,BKG01092,SRV0002,1
SBD00248,BKG00446,SRV0052,1
SBD00249,BKG00586,SRV0082,3
SBD00250,BKG00622,SRV0033,1
SBD00251,BKG01391,SRV0092,2
SBD00252,BKG01219,SRV0011,5
SBD00253,BKG00742,SRV0049,3
SBD00254,BKG00040,SRV0086,3
SBD00255,BKG01071,SRV0036,5
SBD00256,BKG00616,SRV0010,3
SBD00257,BKG01169,SRV0023,3
SBD00258,BKG01102,SRV0029,3
SBD00259,BKG00823,SRV0005,2
SBD00260,BKG00277,SRV0076,2
SBD00261,BKG00731,SRV0009,1
SBD00262,BKG01359,SRV0063,3
SBD00263,BKG01047,SRV0082,4
SBD00264,BKG00388,SRV0054,5
SBD00265,BKG00497,SRV0070,1
SBD00266,BKG00718,SRV0069,3
SBD00267,BKG00803,SRV0005,4
SBD00268,BKG00013,SRV0085,3
SBD00269,BKG00469,SRV0044,1
SBD00270,BKG00998,SRV0048,5
SBD00271,BKG00393,SRV0011,4
SBD00272,BKG00329,SRV0055,1
SBD00273,BKG00069,SRV0070,3
SBD00274,BKG00669,SRV0051,2
SBD00275,BKG01321,SRV0010,3
SBD00276,BKG00916,SRV0088,5
SBD00277,BKG00814,SRV0014,1
SBD00278,BKG00368,SRV0054,3
SBD00279,BKG00103,SRV0068,5
SBD00280,BKG01247,SRV0078,4
SBD00281,BKG00738,SRV0043,5
SBD00282,BKG00656,SRV0025,4
SBD00283,BKG01210,SRV0077,4
SBD00284,BKG01104,SRV0066,1
SBD00285,BKG00873,SRV0092,4
SBD00286,BKG01055,SRV0082,1
SBD00287,BKG01278,SRV0052,3
SBD00288,BKG00160,SRV0014,1
SBD00289,BKG01177,SRV0071,5
SBD00290,BKG01134,SRV0058,3
SBD00291,BKG01319,SRV0039,4
SBD00292,BKG00398,SRV0024,1
SBD00293,BKG00973,SRV0082,4
SBD00294,BKG01043,SRV0098,3
SBD00295,BKG00601,SRV0041,4
SBD00296,BKG00585,SRV0062,4
SBD00297,BKG00048,SRV0051,1
SBD00298,BKG01067,SRV0099,3
SBD00299,BKG00695,SRV0071,5
SBD00300,BKG01372,SRV0025,3
SBD00301,BKG01107,SRV0048,4
SBD00302,BKG00581,SRV0097,2
SBD00303,BKG00342,SRV0060,3
SBD00304,BKG00632,SRV0011,1
SBD00305,BKG00659,SRV0055,3
SBD00306,BKG00308,SRV0061,4
SBD00307,BKG00105,SRV0011,3
SBD00308,BKG00785,SRV0021,7
SBD00309,BKG00822,SRV0097,5
SBD00310,BKG01157,SRV0069,1
SBD00311,BKG01106,SRV0008,3
SBD00312,BKG00258,SRV0058,5
SBD00313,BKG00307,SRV0004,1
SBD00314,BKG01144,SRV0042,3
SBD00315,BKG00816,SRV0031,1
SBD00316,BKG00866,SRV0093,3
SBD00317,BKG00838,SRV0006,4
SBD00318,BKG00823,SRV0082,3
SBD00319,BKG01156,SRV0100,2
SBD00320,BKG00330,SRV0031,4
SBD00321,BKG00686,SRV0043,5
SBD00322,BKG00432,SRV0066,5
SBD00323,BKG00413,SRV0093,2
SBD00324,BKG00465,SRV0084,1
SBD00325,BKG00540,SRV0075,2
SBD00326,BKG01333,SRV0020,6
SBD00327,BKG00585,SRV0066,3
SBD00328,BKG01184,SRV0088,2
SBD00329,BKG01028,SRV0081,2
SBD00330,BKG00017,SRV0051,4
SBD00331,BKG00891,SRV0042,2
SBD00332,BKG00530,SRV0064,5
SBD00333,BKG00919,SRV0090,1
SBD00334,BKG00072,SRV0073,1
SBD00335,BKG00044,SRV0020,9
SBD00336,BKG00169,SRV0001,1
SBD00337,BKG00081,SRV0003,1
SBD00338,BKG00421,SRV0022,7
SBD00339,BKG00818,SRV0053,1
SBD00340,BKG00956,SRV0072,1
SBD00341,BKG01041,SRV0092,5
SBD00342,BKG00832,SRV0033,3
SBD00343,BKG01280,SRV0091,5
SBD00344,BKG00143,SRV0051,2
SBD00345,BKG01013,SRV0089,4
SBD00346,BKG00848,SRV0045,1
SBD00347,BKG00303,SRV0094,5
SBD00348,BKG00605,SRV0098,2
SBD00349,BKG00726,SRV0008,1
SBD00350,BKG00316,SRV0018,3
SBD00351,BKG00239,SRV0047,2
SBD00352,BKG00755,SRV0026,4
SBD00353,BKG00672,SRV0075,2
SBD00354,BKG00986,SRV0010,5
SBD00355,BKG00951,SRV0051,4
SBD00356,BKG00239,SRV0049,2
SBD00357,BKG00592,SRV0018,3
SBD00358,BKG00389,SRV0028,5
SBD00359,BKG00051,SRV0015,1
SBD00360,BKG01371,SRV0007,4
SBD00361,BKG01398,SRV0006,1
SBD00362,BKG00899,SRV0060,3
SBD00363,BKG00632,SRV0051,1
SBD00364,BKG01105,SRV0029,3
SBD00365,BKG01146,SRV0049,3
SBD00366,BKG01177,SRV0015,1
SBD00367,BKG00999,SRV0096,3
SBD00368,BKG00020,SRV0059,5
SBD00369,BKG00415,SRV0013,1
SBD00370,BKG00271,SRV0027,2
SBD00371,BKG00237,SRV0041,2
SBD00372,BKG00559,SRV0077,4
SBD00373,BKG00773,SRV0023,2
SBD00374,BKG01004,SRV0037,1
SBD00375,BKG01308,SRV0004,2
SBD00376,BKG00927,SRV0045,1
SBD00377,BKG00611,SRV0014,1
SBD00378,BKG00778,SRV0036,5
SBD00379,BKG00837,SRV0089,4
SBD00380,BKG01082,SRV0088,5
SBD00381,BKG01147,SRV0024,2
SBD00382,BKG01249,SRV0092,4
SBD00383,BKG01381,SRV0025,2
SBD00384,BKG00912,SRV0068,4
SBD00385,BKG00066,SRV0021,9
SBD00386,BKG00594,SRV0090,5
SBD00387,BKG00847,SRV0028,3
SBD00388,BKG00751,SRV0046,1
SBD00389,BKG00140,SRV0019,2
SBD00390,BKG01347,SRV0077,5
SBD00391,BKG00166,SRV0034,5
SBD00392,BKG01208,SRV0045,2
SBD00393,BKG00659,SRV0025,3
SBD00394,BKG01182,SRV0047,2
SBD00395,BKG00016,SRV0011,5
SBD00396,BKG00794,SRV0047,3
SBD00397,BKG01166,SRV0094,4
SBD00398,BKG00119,SRV0044,5
SBD00399,BKG00594,SRV0033,3
SBD00400,BKG01389,SRV0085,5
SBD00401,BKG01163,SRV0013,1
SBD00402,BKG00533,SRV0041,2
SBD00403,BKG00145,SRV0001,1
SBD00404,BKG00281,SRV0005,2
SBD00405,BKG01033,SRV0070,4
SBD00406,BKG00004,SRV0081,4
SBD00407,BKG00150,SRV0032,4
SBD00408,BKG00046,SRV0037,2
SBD00409,BKG00137,SRV0019,2
SBD00410,BKG00013,SRV0005,3
SBD00411,BKG00835,SRV0070,4
SBD00412,BKG01247,SRV0061,3
SBD00413,BKG00296,SRV0011,1
SBD00414,BKG00124,SRV0068,3
SBD00415,BKG01129,SRV0056,3
SBD00416,BKG00614,SRV0023,6
SBD00417,BKG01388,SRV0043,4
SBD00418,BKG01060,SRV0050,2
SBD00419,BKG00375,SRV0022,10
SBD00420,BKG00113,SRV0096,3
SBD00421,BKG00546,SRV0037,1
SBD00422,BKG00943,SRV0012,1
SBD00423,BKG00712,SRV0049,4
SBD00424,BKG00440,SRV0077,2
SBD00425,BKG01270,SRV0028,4
SBD00426,BKG01175,SRV0005,4
SBD00427,BKG00019,SRV0049,3
SBD00428,BKG01392,SRV0067,4
SBD00429,BKG00291,SRV0092,2
SBD00430,BKG00685,SRV0098,5
SBD00431,BKG00385,SRV0072,5
SBD00432,BKG01366,SRV0085,3
SBD00433,BKG00170,SRV0060,3
SBD00434,BKG01302,SRV0018,1
SBD00435,BKG00623,SRV0060,4
SBD00436,BKG00048,SRV0006,3
SBD00437,BKG01068,SRV0026,1
SBD00438,BKG00915,SRV0051,2
SBD00439,BKG00947,SRV0032,2
SBD00440,BKG00742,SRV0044,2
SBD00441,BKG01119,SRV0021,8
SBD00442,BKG00629,SRV0028,5
SBD00443,BKG00480,SRV0020,7
SBD00444,BKG00331,SRV0017,2
SBD00445,BKG00120,SRV0055,2
SBD00446,BKG00623,SRV0068,2
SBD00447,BKG00933,SRV0031,2
SBD00448,BKG00475,SRV0001,1
SBD00449,BKG00147,SRV0034,4
SBD00450,BKG00526,SRV0055,4
SBD00451,BKG00745,SRV0100,1
SBD00452,BKG00510,SRV0068,1
SBD00453,BKG01234,SRV0042,3
SBD00454,BKG00175,SRV0070,3
SBD00455,BKG00339,SRV0008,2
SBD00456,BKG01198,SRV0064,1
SBD00457,BKG00090,SRV0016,3
SBD00458,BKG00041,SRV0036,3
SBD00459,BKG00444,SRV0028,1
SBD00460,BKG00745,SRV0098,1
SBD00461,BKG01196,SRV0070,1
SBD00462,BKG01190,SRV0076,2
SBD00463,BKG00521,SRV0006,5
SBD00464,BKG00838,SRV0090,1
SBD00465,BKG00113,SRV0094,5
SBD00466,BKG00985,SRV0052,5
SBD00467,BKG00598,SRV0086,5
SBD00468,BKG00804,SRV0048,3
SBD00469,BKG01068,SRV0086,3
SBD00470,BKG00319,SRV0021,6
SBD00471,BKG00380,SRV0060,4
SBD00472,BKG00800,SRV0067,3
SBD00473,BKG00958,SRV0043,3
SBD00474,BKG00891,SRV0099,3
SBD00475,BKG00639,SRV0019,10
SBD00476,BKG00360,SRV0064,4
SBD00477,BKG00699,SRV0003,1
SBD00478,BKG00178,SRV0078,2
SBD00479,BKG00300,SRV0047,2
SBD00480,BKG00836,SRV0057,3
SBD00481,BKG01249,SRV0036,2
SBD00482,BKG00384,SRV0098,2
SBD00483,BKG00185,SRV0055,4
SBD00484,BKG00119,SRV0079,3
SBD00485,BKG00358,SRV0025,5
SBD00486,BKG00210,SRV0036,5
SBD00487,BKG01122,SRV0058,1
SBD00488,BKG00590,SRV0024,1
SBD00489,BKG00456,SRV0086,3
SBD00490,BKG00935,SRV0064,4
SBD00491,BKG01276,SRV0029,1
SBD00492,BKG00363,SRV0033,1
SBD00493,BKG00594,SRV0076,2
SBD00494,BKG01060,SRV0050,2
SBD00495,BKG00769,SRV0019,4
SBD00496,BKG00140,SRV0063,3
SBD00497,BKG01310,SRV0045,2
SBD00498,BKG00447,SRV0094,4
SBD00499,BKG00410,SRV0081,3
SBD00500,BKG00990,SRV0060,4
SBD00501,BKG00446,SRV0008,4
SBD00502,BKG00656,SRV0069,3
SBD00503,BKG01044,SRV0019,8
SBD00504,BKG00883,SRV0046,3
SBD00505,BKG01290,SRV0050,5
SBD00506,BKG01202,SRV0009,3
SBD00507,BKG01385,SRV0082,5
SBD00508,BKG01168,SRV0063,2
SBD00509,BKG01302,SRV0004,2
SBD00510,BKG01007,SRV0097,5
SBD00511,BKG00657,SRV0068,1
SBD00512,BKG00550,SRV0086,3
SBD00513,BKG01306,SRV0017,3
SBD00514,BKG01074,SRV0091,2
SBD00515,BKG00837,SRV0069,4
SBD00516,BKG00840,SRV0015,1
SBD00517,BKG01279,SRV0003,1
SBD00518,BKG00943,SRV0041,1
SBD00519,BKG00649,SRV0051,1
SBD00520,BKG00204,SRV0092,3
SBD00521,BKG00724,SRV0047,1
SBD00522,BKG00089,SRV0064,3
SBD00523,BKG01219,SRV0081,5
SBD00524,BKG00252,SRV0072,5
SBD00525,BKG00823,SRV0097,5
SBD00526,BKG00781,SRV0014,1
SBD00527,BKG00177,SRV0048,5
SBD00528,BKG01081,SRV0078,1
SBD00529,BKG00132,SRV0063,1
SBD00530,BKG01030,SRV0057,2
SBD00531,BKG01214,SRV0059,1
SBD00532,BKG00163,SRV0094,2
SBD00533,BKG00850,SRV0065,2
SBD00534,BKG01315,SRV0015,1
SBD00535,BKG00730,SRV0098,4
SBD00536,BKG00346,SRV0083,3
SBD00537,BKG00382,SRV0008,4
SBD00538,BKG00100,SRV0048,1
SBD00539,BKG00198,SRV0052,5
SBD00540,BKG00987,SRV0054,5
SBD00541,BKG00022,SRV0044,3
SBD00542,BKG00506,SRV0043,2
SBD00543,BKG00831,SRV0071,2
SBD00544,BKG00138,SRV0078,3
SBD00545,BKG00917,SRV0011,5
SBD00546,BKG00003,SRV0089,2
SBD00547,BKG01365,SRV0032,2
SBD00548,BKG01018,SRV0091,1
SBD00549,BKG00066,SRV0090,4
SBD00550,BKG00505,SRV0017,2
SBD00551,BKG00926,SRV0047,5
SBD00552,BKG00287,SRV0016,1
SBD00553,BKG00492,SRV0005,2
SBD00554,BKG00613,SRV0066,5
SBD00555,BKG01155,SRV0098,1
SBD00556,BKG00665,SRV0053,3
SBD00557,BKG00419,SRV0011,4
SBD00558,BKG00282,SRV0100,1
SBD00559,BKG00118,SRV0083,3
SBD00560,BKG00810,SRV0027,1
SBD00561,BKG00146,SRV0068,4
SBD00562,BKG00932,SRV0003,1
SBD00563,BKG01336,SRV0009,5
SBD00564,BKG01101,SRV0064,5
SBD00565,BKG00429,SRV0045,1
SBD00566,BKG01398,SRV0041,3
SBD00567,BKG00605,SRV0047,5
SBD00568,BKG00389,SRV0014,1
SBD00569,BKG01121,SRV0014,1
SBD00570,BKG00456,SRV0013,1
SBD00571,BKG00305,SRV0046,3
SBD00572,BKG00908,SRV0001,1
SBD00573,BKG01183,SRV0075,4
SBD00574,BKG00396,SRV0033,1
SBD00575,BKG00484,SRV0046,1
SBD00576,BKG00701,SRV0036,1
SBD00577,BKG00921,SRV0053,3
SBD00578,BKG00989,SRV0015,1
SBD00579,BKG01331,SRV0072,4
SBD00580,BKG00267,SRV0081,5
SBD00581,BKG00553,SRV0025,4
SBD00582,BKG01123,SRV0089,1
SBD00583,BKG00389,SRV0012,3
SBD00584,BKG00683,SRV0030,1
SBD00585,BKG01261,SRV0037,5
SBD00586,BKG01332,SRV0002,1
SBD00587,BKG00960,SRV0018,1
SBD00588,BKG00903,SRV0098,5
SBD00589,BKG00513,SRV0094,3
SBD00590,BKG01365,SRV0067,3
SBD00591,BKG00675,SRV0069,3
SBD00592,BKG00111,SRV0023,3
SBD00593,BKG00331,SRV0057,4
SBD00594,BKG00776,SRV0088,1
SBD00595,BKG00266,SRV0013,1
SBD00596,BKG01135,SRV0007,4
SBD00597,BKG00889,SRV0063,2
SBD00598,BKG00688,SRV0023,8
SBD00599,BKG01210,SRV0025,3
SBD00600,BKG00522,SRV0035,3
SBD00601,BKG00252,SRV0092,5
SBD00602,BKG00079,SRV0052,4
SBD00603,BKG01002,SRV0039,2
SBD00604,BKG00134,SRV0094,1
SBD00605,BKG01141,SRV0025,1
SBD00606,BKG00852,SRV0027,3
SBD00607,BKG00605,SRV0026,4
SBD00608,BKG00211,SRV0003,1
SBD00609,BKG01399,SRV0086,5
SBD00610,BKG00525,SRV0022,6
SBD00611,BKG00911,SRV0094,3
SBD00612,BKG00553,SRV0024,2
SBD00613,BKG00943,SRV0031,3
SBD00614,BKG00432,SRV0089,3
SBD00615,BKG01159,SRV0059,2
SBD00616,BKG00638,SRV0067,4
SBD00617,BKG01066,SRV0080,5
SBD00618,BKG01333,SRV0084,2
SBD00619,BKG00340,SRV0021,6
SBD00620,BKG00453,SRV0044,1
SBD00621,BKG00378,SRV0024,4
SBD00622,BKG00914,SRV0034,4
SBD00623,BKG01311,SRV0075,1
SBD00624,BKG00395,SRV0030,1
SBD00625,BKG01061,SRV0033,4
SBD00626,BKG00227,SRV0029,4
SBD00627,BKG00020,SRV0044,5
SBD00628,BKG01012,SRV0088,4
SBD00629,BKG00687,SRV0018,1
SBD00630,BKG00374,SRV0011,2
SBD00631,BKG00093,SRV0005,3
SBD00632,BKG00026,SRV0082,2
SBD00633,BKG00440,SRV0085,3
SBD00634,BKG00273,SRV0007,2
SBD00635,BKG00464,SRV0087,5
SBD00636,BKG00981,SRV0082,2
SBD00637,BKG01133,SRV0039,3
SBD00638,BKG00431,SRV0046,1
SBD00639,BKG00112,SRV0017,1
SBD00640,BKG00643,SRV0085,4
SBD00641,BKG00492,SRV0070,2
SBD00642,BKG00826,SRV0049,4
SBD00643,BKG01159,SRV0036,2
SBD00644,BKG00834,SRV0044,5
SBD00645,BKG00769,SRV0094,5
SBD00646,BKG00623,SRV0079,1
SBD00647,BKG01241,SRV0074,4
SBD00648,BKG01111,SRV0089,3
SBD00649,BKG00234,SRV0029,3
SBD00650,BKG00602,SRV0041,3
SBD00651,BKG00508,SRV0090,2
SBD00652,BKG01222,SRV0050,4
SBD00653,BKG01019,SRV0025,4
SBD00654,BKG00646,SRV0075,3
SBD00655,BKG00320,SRV0070,2
SBD00656,BKG00182,SRV0065,5
SBD00657,BKG01076,SRV0085,4
SBD00658,BKG00223,SRV0051,4
SBD00659,BKG00820,SRV0030,1
SBD00660,BKG00500,SRV0039,2
SBD00661,BKG01049,SRV0005,5
SBD00662,BKG00168,SRV0013,1
SBD00663,BKG00695,SRV0034,1
SBD00664,BKG00777,SRV0066,2
SBD00665,BKG00605,SRV0078,4
SBD00666,BKG00935,SRV0001,1
SBD00667,BKG00730,SRV0087,3
SBD00668,BKG01366,SRV0074,1
SBD00669,BKG00145,SRV0087,3
SBD00670,BKG00065,SRV0055,3
SBD00671,BKG01317,SRV0035,4
SBD00672,BKG00813,SRV0046,1
SBD00673,BKG00372,SRV0055,4
SBD00674,BKG01312,SRV0084,3
SBD00675,BKG01223,SRV0003,1
SBD00676,BKG00939,SRV0046,2
SBD00677,BKG00714,SRV0013,1
SBD00678,BKG00411,SRV0066,2
SBD00679,BKG00534,SRV0047,4
SBD00680,BKG00337,SRV0073,2
SBD00681,BKG00453,SRV0039,5
SBD00682,BKG00667,SRV0055,3
SBD00683,BKG00223,SRV0043,5
SBD00684,BKG00315,SRV0020,4
SBD00685,BKG00108,SRV0077,3
SBD00686,BKG00998,SRV0052,1
SBD00687,BKG00701,SRV0073,4
SBD00688,BKG00917,SRV0053,3
SBD00689,BKG01373,SRV0098,4
SBD00690,BKG00172,SRV0022,5
SBD00691,BKG01157,SRV0071,2
SBD00692,BKG00472,SRV0100,3
SBD00693,BKG00529,SRV0013,1
SBD00694,BKG00640,SRV0049,4
SBD00695,BKG01188,SRV0050,5
SBD00696,BKG00420,SRV0066,5
SBD00697,BKG00307,SRV0048,2
